code	lc	product_name_ca	product_name_cs	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_it	product_name_pt	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_cs	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_cs	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	lactose_value	lactose_unit	starch_value	starch_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-b9_value	vitamin-b9_unit	vitamin-b12_value	vitamin-b12_unit	calcium_value	calcium_unit	magnesium_value	magnesium_unit	zinc_value	zinc_unit	cocoa_value	cocoa_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	data_sources
3033491377006	fr							Danette								12*115 g		Plastique	en:plastic	Danone	danone	"Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Desserts lactés au chocolat, Crèmes dessert chocolat réfrigérées, Desserts lactés à la vanille"	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:dairy-chocolate-desserts,en:refrigerated-chocolate-creamy-puddings,fr:desserts-lactes-a-la-vanille			France, Royaume-Uni	en:france,en:united-kingdom	SuperU, carrefour.fr	superu,carrefour-fr	0		France, Union européenne	en:france,en:european-union		France	france	FR 38.408.002 EC	fr-38-408-002-ec						"CHOCOLAT : LAIT entier et LAIT écrémé (80,1%) sucre chocolat (2,2%) ( sucre, pate de cacao, cacao maigre en poudre, émulsifiant : lécithine de SOJA, arôme) cacao maigre en poudre (SOJA) épaississants : E 1442 (amidon transformé), E 407 (carraghénanes) perméat de petit LAIT (lactosérum) en poudre amidon.
SAVEUR VANILLE : LAIT entier et LAIT écrémé concentré (86,2%) sucre épaississants: E 1442 (amidon transformé), E 407 (carraghénanes) perméat de petit LAIT (lactosérum) en poudre amidon crème (LAIT) arôme (LAIT) colorant : E 160a (bêta-carotène)
CARAMEL : LAIT entier et LAIT écrémé concentré (82,3%) sucre caramel 5,6% (sucre, sirop de glucose-fructose, eau) épaississants: amidon transformé(E1442), carraghénanes (E407) crème (LAIT) amidon stabilisant: phosphate dipotassique (E340) arôme (LAIT) sucre cuit sel"				Lait, Soja	en:milk,en:soybeans				100g	100g	453	kJ	107	kcal	3	g	2	g	17.1	g	14.4	g			3	g	0.12	g	0.048	g			453	kJ																											1	en:sleeve	en:plastic	en:recycle	12	en:pot		en:discard	12	en:seal		en:discard		en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	4	b	68		39200	0	-15	1	0	App - yuka, Apps
8410500011352	es					Postre de soja chocolate - DESCATALOGADO							Postre de soja con chocolate			400 g (4 x 100 g)		Refrigerado, Caja de cartón, Tarrina de plástico	en:refrigerated,es:caja-de-carton,es:tarrina-de-plastico	Danone	danone	Alimentos y bebidas de origen vegetal, Botanas, en:Dairy substitutes, Postres, Postres vegetales, Postres de chocolate, Postres de soja, en:Vegan creamy puddings, en:Flavoured soy dessert, en:Vegan chocolate puddings, Postres de soja con cacao	en:plant-based-foods-and-beverages,en:snacks,en:dairy-substitutes,en:desserts,en:non-dairy-desserts,en:chocolate-desserts,en:soy-desserts,en:vegan-creamy-puddings,en:flavoured-soy-dessert,en:vegan-chocolate-puddings,en:chocolate-soy-desserts	Vegetariano, Sin gluten, Sin OMG, Vegano	en:vegetarian,en:no-gluten,en:no-gmos,en:vegan	España	en:spain	Carrefour	carrefour	0					Parets del Vallés,Barcelona (provincia),Cataluña,España	parets-del-valles,barcelona-provincia,cataluna,espana	ES 26.02159/B EC,DANONE S.A.,GROUPE DANONE S.A.	es-26-02159-b-ec,danone-s-a,groupe-danone-s-a				Bebida de _soja_ 78,5 % (agua, habas de _soja_ 13,7%), azúcar, espesantes: fosfato de dialmidón hidroxipropilado (E-1442) y goma xantana (E-415), cacao desgrasado (2,1%), chocolate (2,0%) (cacao en polvo, pasta de cacao y azúcar), fosfato tricálcico (E-341iii), emulgente: glicéridos de ácidos grasos (E-471), sal y vitamina B12.						Soja	en:soybeans				100g	serving	492	kJ			3	g	1	g	17.6	g	15.2	g	1.1	g	3.5	g	0.127	g	0.0508	g			492	kJ	0.7	g	1.2	g					2.2	g							0.38	µg	120	mg								en:terrine-pot	en:plastic			en:box							https://www.alimentasonrisas.es/es/savia	en:sweets	en:sugary-snacks,en:sweets	4	en:4-ultra-processed-food-and-drink-products	b	1	b	76		20911	-5	-15	1	0	
8410500010638	es					Natillas de chocolate sin gluten		Danet chocolate x8								1000 g (125 g x8)		Plástico	en:plastic	Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres de cremas, Natillas chocolate, en:Refrigerated creamy puddings, en:Refrigerated chocolate creamy puddings	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings			Francia, España	en:france,en:spain			0																							100g	100g			121	kcal	3	g	1.8	g	19.9	g	17.5	g			3.2	g	0.13	g	0.052	g			121	kcal																													en:plastic											en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts		unknown	c	4	b	68		39200	-5	-10	1	0	App - yuka, Apps
7791337001145	es					Chocolate & Cookies										116 g	115g	Plástico	en:plastic	Danette,Danone	danette,danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres lácteos con chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:dairy-chocolate-desserts			Argentina	en:argentina			0		Argentina	en:argentina		Buenos Aires,Argentina	buenos-aires,argentina						Leche entera pasteurzada, azúcar, mix de galletitas con chips (chips de baño de reposteria con leche, harina de trigo, azúcar, azúcar impalpable, ole0margarina, huevo en polvo, leudante químico (INS 500ii), aromatizante), crema, almidón modificado, leche en polvo descremada,  cacao en polvo, almidón, colorante (INS 150d), estabilizantes (INS 451i, INS 407), aromatizante						Gluten	en:gluten	Frutos de cáscara, Maní, Nuez pecan	en:nuts,es:mani,es:nuez-pecan		serving	100g	895	kJ	214	kcal	7.3	g	3.7	g	33	g					4	g	233.68	mg	93.472	mg			895	kJ																													en:plastic											en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products			unknown				-3	-10	1	0	App - Open Food Facts, Apps
7791337999756	es					Chocolate con crema										100 g	100g	Plástico, en:ps-polystyrene	en:plastic,en:ps-polystyrene	Danette,La Serenísima,Danone	danette,la-serenisima,danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres lácteos con chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:dairy-chocolate-desserts			Argentina, Uruguay	en:argentina,en:uruguay			0		Argentina	en:argentina		Buenos Aires,Argentina	buenos-aires,argentina	RNE 02-030.090	rne-02-030-090				Leche parcialmente descremada pasteurizada, crema, azúcar, leche en polvo descremada, almidón modificado, cacao en polvo, estabilizantes (INS 407, INS 428, INS 451i), emulsionante (INS 472b), colorante (INS 150d), aromatizante						Leche	en:milk	Frutos de cáscara, Nuez Pecan	en:nuts,es:nuez-pecan		100g	100g	711	kJ	170	kcal	8.1	g	4.9	g	21	g			0.01	g	3.3	g	0.1925	mg	0.077	mg			711	kJ					0.3	mg													0.107	mg								en:unknown	en:ps-polystyrene											en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products			unknown				-3	-10	1	0	App - Open Food Facts, Apps
7791337304017	es				Serenito	Serenito con Rocklets							Postre sabor a vainilla fortificado con zinc y vitaminas A, D y B9 con confites de chocolate con leche para mezclar			120 g	1 pote 120 g	Plástico	en:plastic	Serenito,La Serenísima,Danone	serenito,la-serenisima,danone	Lácteos, Postres, Postres lácteos	en:dairies,en:desserts,en:dairy-desserts			Argentina	en:argentina			0		Argentina	en:argentina		Argentina	argentina					"Uruguay: Postre sabor
Uruquay, Postre sabdl
0232m34r ugortvdb or FortWosis bA suia 10i km 24.400 Canelon
mezdar Importado por Fori-Masis SA Ruta 0i km 24.400, Lanelones
M SRA 19271/321 SAC: 0800 8003. Ingr.: Leche entera pasteurizada, contites de chocolate con leche (emulsionantes (INS322 N
476), estabilizante INS 414), glaceantes INS 904, INS 903), colorantes (INS 171, INS 132, INS 110, INS 102, INS 133, INS 129
aromatizantej)l, ozucor, gimidon modificado, leche en polvo descremada, fibra alimentaria, crema, almidon, gluconafo de zind
citominos A acido tolico y D, aromatizantes, estabilizantes (INS 451 i, INS 407), coloraste natural INS 160 b, INS 120
ra mezciar. Im
29)
CONTIENE:
N LECHE Y DERIVADOS DE SOJA. PUEDE CONTENER: DERIVADOS DE TRIGO, ALMENDRA, AVELLANA
CY PISTACHO. INFORMACION NUTRICIONAL: Porcion 120g (1 pote). Valor energeco: 194kalNA
i Grasas totale : 5 8 g: Grasas saturadas 3,6 gi Fibra alimentaria: 0,7 di
(13%
R&quot;
811
as AA
Ri Calcio: 135 mq ( 1%ndio"	leche entera, confites de chocolate, azúcar, almidón modificado, fibra alimentaria, almidón, zinc, vitamina A, ácido fólico, vitamina D, armoas, estabilizantes (INS 451i, INS 407), colorante rocú, colorante carmín						Leche, Soja	en:milk,en:soybeans	Huevos, Gluten, Frutos de cáscara, Maní, Nuez Pecan	en:eggs,en:gluten,en:nuts,es:mani,es:nuez-pecan		serving	100g	811	kJ	194	kcal	5.8	g	3.6	g					0.7	g	4.4	g	287.5	mg	115	mg			811	kJ					0	g					184	µg	1.3	µg	43	µg			135	mg			1.3	mg					en:plastic											en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products			unknown				-3	-10	1	0	
3033490906283	en			Danette chocolade	Danette Chocolate			Danette Chocolat	Danette Chocolate							500 g e (4 * 125 g)	125g	Plastic, Pot, Fresh	en:plastic,en:pot,en:fresh	Danone,Danette	danone,danette	Dairies, Desserts, Dairy desserts, Chocolate desserts, Creamy puddings, Chocolate creamy puddings, Refrigerated creamy puddings, Refrigerated chocolate creamy puddings	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings	Green Dot	en:green-dot	Belgium, France, Switzerland	en:belgium,en:france,en:switzerland	Magasins U, Delhaize	magasins-u,delhaize	0							FR 38.408.002 EC,FR 59.043.030 EC	fr-38-408-002-ec,fr-59-043-030-ec		Magermilch (77,6%), Zucker, Sahne (Milch), Schokolade (2,2%) (Zucker, Kakaomasse, mageres Kakaopulver, Emulgator (Sojalecithin), Aroma), mageres Kakaopulver, Verdickungsmittel ( E1442, E407), Molkepermeat - (Molkepulver) Stärke.	semi-skimmed milk (77,6%), sugar, cream (milk), chocolate (2,2%) (sugar, cocoa mass, lean cocoa powder, emulsifier (soy lecithin), flavoring), lean cocoa powder, thickeners ( e1442, e407), whey permeate (whey) powder, starch,			_Lait_ demi-écrémé (77.6 %), sucre, crème (_lait_), chocolat (2.2 %) (sucre, pâte de cacao, cacao maigre en poudre, émulsifiant (lécithine de _soja_), arôme), cacao maigre en poudre, épaississants (E1442, E407), perméat de petit lait (_lactosérum_) en poudre, amidon.	latte parzialmente scremato (77,6%), zucchero, panna (latte), cioccolato (2,2%) (zucchero, massa di cacao, polvere di cacao magro, emulsionante (lecitina di soia), aroma), polvere di cacao magro, addensanti ( E1442, E407), siero di siero di latte (siero di latte) in polvere, amido.			Milk, Soybeans	en:milk,en:soybeans				100g	100g	520	kJ			3	g	2	g	20.1	g	17.5	g	0	g	3.4	g	0.18	g	0.072	g			520	kJ																												en:pot	en:plastic											en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	3	b	68		39200	-5	-10	1	0	Database - FoodRepo / openfood.ch, Databases, App - yuka, Apps, App - InFood
7791337003293	es					Danette chocolate cookies														Danone	danone					España	en:spain			0																							100g	100g																																																																						unknown		1		-5	-15	1	0	App - El CoCo, Apps
8410500007089	es					Crema de chocolate negro ,m.g. sin gluten		Vitalinea Crema  de Chocolate												Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres de cremas, Natillas chocolate, en:Refrigerated creamy puddings, en:Refrigerated chocolate creamy puddings	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings			España	en:spain			0											skimmed milk, concentrated or powdered skimmed milk, sugar (5.3%), lean cocoa powder (2.8%), thickeners (e1442, e407), chocolate (2%) (sugar, cocoa paste, lean cocoa powder, emulsifier: soy lecithin, flavouring), dairy solids, starch and sweeteners (acesulfame k, sucralose),	Leche desnatada, leche desnatada concentrada o en polvo, azúcar (5,3%), cacao magro en polvo (2,8%), espesantes (E1442, E407), chocolate (2%) (azúcar, pasta de cacao, cacao magro en polvo, emulsionante: lecitina de soja, aroma), sólidos lácteos, almidón y edulcorantes (acesulfamo K, sucralosa),						Leche	en:milk				100g	100g			86	kcal	0.9	g	0.6	g	15	g	12.1	g			3.8	g	0.22	g	0.088	g			86	kcal																			120	mg																				en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	b	1	b	63	1	39200	-5	-15	1	0	App - yuka, Apps, App - InFood
3033491601903	fr							Danette bio chocolat								380 g				Danone	danone	Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings	Bio, Bio européen, FR-BIO-01, Nutriscore, Nutriscore C, AB Agriculture Biologique	en:organic,en:eu-organic,en:fr-bio-01,en:nutriscore,en:nutriscore-grade-c,fr:ab-agriculture-biologique	France	en:france			0					France	france	FR 59.043.030 CE	fr-59-043-030-ec			lalt&quot;semi cream, chocolate powder&quot; (10.9%) (cane sugar&quot;, cocoa powder&quot; (3.5%), cane sugar, &quot;maize starch&quot;, cream&quot; (lal), thickener (fruit pectin), acidity corrector (sodium citrate), &quot;from organic lagriculture, milk: origin france (4:95g), 380ge o			Lalt&quot; demi écreme, chocolat en poudre&quot; (10,9%) (sucre de canne&quot;, cacao en poudre&quot; (3,5%), Sucre de canne, amidon de mais&quot;, crème&quot; (lal), épaississant (pectine de fruit), correcteur d'acidité (citrate de sodium), &quot;issu de lagriculture biologique, Lait: Origine France (4:95g), 380ge O				Lait	en:milk				100g	100g			114	kcal	3	g	2	g	17.7	g	15	g			3.4	g	0.21	g	0.084	g			114	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	3	b	78	1	39200	-5	-15	1	15	App - yuka, Apps, App - InFood
8410500026936	es					Yogur griego con chocolate										220 g				Danone	danone					España	en:spain			0																							100g	100g			157	kcal	8.4	g	5.3	g	17.2	g	15.9	g			3	g	0.11	g	0.044	g			157	kcal																																														unknown		1		-5	-15	1	0	App - yuka, Apps, App - El CoCo
0056800911909	en				Danette chocolat noir											4*100 g	100g			Danone	danone	Dairies, Desserts, Dairy desserts, Chocolate desserts, Creamy puddings, Chocolate creamy puddings, Refrigerated creamy puddings, Refrigerated chocolate creamy puddings	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings	Natural flavors	en:natural-flavors	Canada	en:canada	Metro	metro	0					Boucherville	boucherville					"LAITÉCRÉMÉ, SUCRE, CREME, POUDRE DE CACAO, AMIDON DE MAIS MODIFIÉ, AMIDON DE MAIS, GOMME XANTHANE, MONO ET DIGLYCERIDES, POUDRE DE LAIT ÉCRÉMÉ, CACAO, AROME NATUREL, VITAMINE D3. FAITÀ PARTIR DE LAIT ÉCRÉMÉ ENRICHI DE VITAMINE D."							Milk	en:milk				100g	100g			110	kcal	3	g	2	g	17	g	15	g	1	g	4	g	0.085	g	0.034	g			110	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts		unknown	b	2	b	63	1	39200	-5	-15	1	0	App - yuka, Apps
7506443101432	es					Danonino lechita con cocoa							Leche con chocolate							Danonino,Danone	danonino,danone	Bebidas, Lácteos, Bebida lácteas, Leches aromatizadas, Leches de chocolate	en:beverages,en:dairies,en:dairy-drinks,en:flavoured-milks,en:chocolate-milks			México	en:mexico			0																							100g	100g																																																																en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt		unknown			d	29	1	19122	-5	-15	1	0	
8410500025892	es					Fondat chocolate														danone	danone					España	en:spain			0																							100g	100g			85	kcal	0.69999998807907	g	0.20000000298023	g	13.60000038147	g	12.5	g			4.4000000953674	g	0.18000000715256	g	0.072000002861024	g			85	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500025052	fr							Leche desnatada UHT, aromatizada con sabor a chocolate.								330 ml				danone	danone					Espagne, França	en:spain,fr:franca			0							DE HE-001 EG	de-he-001-ec															100g	100g			53	kcal	0.2	g	0.1	g	5	g	4.8	g			7.6	g	0.2	g	0.08	g			53	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
7791337053175	es					"Chocolate Águila"										95 g	95 g			"Danette,Danone,Águila"	danette,danone,aguila	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres lácteos con chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:dairy-chocolate-desserts	Sin gluten, Edición limitada, Sin TACC	en:no-gluten,en:limited-edition,es:sin-tacc	Argentina	en:argentina			0		Argentina	en:argentina		Longchamps,Buenos Aires,Argentina	longchamps,buenos-aires,argentina						Leche entera, azúcar, crema, cacao, almidón modificado, leche en polvo descremada, almidón, colorantes (caramelo, carmín), estabilizantes (INS 451i, INS 407, INS 331ii), aromas						Leche	en:milk	Frutos de cáscara	en:nuts		serving	100g	523	kJ	125	kcal	4.3	g	2.6	g	18	g			0.8	g	3.5	g	370	mg	148	mg			523	kJ					0	g													112	mg																				en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products			unknown		1		-3	-15	1	0	
5410146419904	fr							Oikos stracciatella												Danone,Oikos	danone,oikos	"Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Yaourts aux copeaux de chocolat, Yaourts au lait de vache, Yaourts à la grecque"	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:chocolate-chunks-yogurts,en:cow-milk-yogurts,en:greek-style-yogurts	Point Vert, Nutriscore, Nutriscore D	en:green-dot,en:nutriscore,en:nutriscore-grade-d	Belgique	en:belgium			0							ES 15.00783/B EC	es-15-00783-b-ec						"Yaourt entier (lait), sucre (13,5%), copeaux de chocolat (2%) (pâte de cacao, beurre de cacao, sucre), épaississants (amidon modifié de maïs, pectine, gomme guar), arôme, correcteurs d'acidité (acide citrique, citrate de calcium, citrate de sodium). Peut contenir : céréales contenant du gluten, fruits à coque et oeuf."		Volle yoghurt (melk), suiker (13,5%), chocoladevlokjes (2%) (cacaomassa, cacaoboter, suiker), verdikkingsmíddelen (gemodificeerd maïszetmeel, pectine, guargom), aroma, zuurteregelaars (citroenzuur, calciumcitraat, natriumcitraat). Kan bevatten: glutenbevattende granen, noten en ei.		Lait	en:milk	"Œufs, Gluten, Fruits à coque"	en:eggs,en:gluten,en:nuts		100g	100g	719	kJ	172	kcal	10	g	6.3	g	17.5	g	17.2	g	0.15	g	2.9	g	0.1	g	0.04	g			719	kJ																																								en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt	4	en:4-ultra-processed-food-and-drink-products	d	11	c	43	1	19580	-5	-15	1	0	App - yuka, Apps
84105417	es					La copa chocolate con nata														Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres lácteos con chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:dairy-chocolate-desserts			España	en:spain			0																							100g	100g			148	kcal	7.4000000953674	g	5.3000001907349	g	16.60000038147	g	13.699999809265	g			3.5	g	0.10000000149012	g	0.040000000596048	g			148	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts		unknown	c	7	unknown		1		-5	-15	1	0	App - yuka, Apps, App - elcoco, App - El CoCo
8410500021825	es	OIKOS Stracciatella x2				Oikos stracciatella		OIKOS Stracciatella x2								220 g (110 g x 2)				Danone	danone	Lácteos, Comidas fermentadas, Postres, Productos fermentados de la leche, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures con trozos de chocolate, Yogures estilo griego	en:dairies,en:fermented-foods,en:desserts,en:fermented-milk-products,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:chocolate-chunks-yogurts,en:greek-style-yogurts			España	en:spain			0																							100g	100g			171	kcal	10	g	6.3	g	17	g	16.7	g			3.2	g	0.1	g	0.04	g			171	kcal																																								en:milk-and-yogurt	en:milk-and-dairy-products,en:milk-and-yogurt		unknown	d	11	c	43	1	19580	-5	-15	1	0	App - elcoco, App - yuka, Apps, App - El CoCo
8410500018535	es					Vitalinea mousse de chocolate		Vitalinea Mousse Chocolat								240g	60g			Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Mousses de chocolate	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:chocolate-mousses			Francia, España	en:france,en:spain			0												_Leche_ desnatada reconstituida,  azúcar, cacao desgrasado, chocolate 3,3% (pasta de cacao, azúcar, emulgente (lecitina de _soja_) y aroma), _leche_ en polvo desnatada,  gelatina, emulgente (E472b, E471) y espesantes (almidón modificado de maíz , goma guar, goma de tara y harina de albarroba).						Leche, Soja	en:milk,en:soybeans				100g	100g			124	kcal	1.9	g	1.4	g	20.8	g	19.7	g			5.1	g	0.2	g	0.08	g			124	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	3	d	22	1	39206	-5	-15	1	0	App - yuka, Apps, App - El CoCo
8410500025861	es					Panna cotta de chocolate														danone	danone					España	en:spain			0																							100g	100g			166	kcal	9.1	g	5.7	g	18	g	16	g			3	g	0.11	g	0.044	g			166	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500025175	es					Savia chocolate y avellanas														Danone	danone					España	en:spain			0																							100g	100g			332	kcal	24	g	16	g	25	g	21	g			2.9000000953674	g							332	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500021016	es					Natillas chocolate														Danone	danone	Lácteos, Postres, Postres lácteos, Postres de chocolate, Postres de cremas, Natillas chocolate, en:Refrigerated creamy puddings, en:Refrigerated chocolate creamy puddings	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings			España	en:spain			0																							100g	100g			121	kcal	3.5	g	2.1	g	18.3	g	16	g			3.9	g	0.1	g	0.04	g			121	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts		unknown	c	4	b	63	1	39200	-5	-15	1	0	App - yuka, Apps
3033491534546	fr							Danette et fruit sur coulis de cerise												Danone	danone	Produits laitiers, Desserts, Desserts lactés, Desserts au chocolat, Crèmes dessert, Crèmes dessert chocolat, Crèmes dessert rayon frais, Crèmes dessert chocolat réfrigérées	en:dairies,en:desserts,en:dairy-desserts,en:chocolate-desserts,en:creamy-puddings,en:chocolate-creamy-puddings,en:refrigerated-creamy-puddings,en:refrigerated-chocolate-creamy-puddings	Nutriscore, Nutriscore C	en:nutriscore,en:nutriscore-grade-c	France	en:france			0														lait demi-écrémé (63,6%), SUcre, cerises (5,9%), eau, crème (lait), copeaux de chocolat (pâte de cacao, beurre de cacao, sucre) (2,16%), chocolat (sucre, pâte de cacao, cacao maigre en poudre, émulsifiant : lécithine de soja: vanilline) (1,8%), cacao maigre, épaississant (amidon transformé de mais, pectine, gomme de guar, carraghénane), perméat de petit lait (lactosérum) en poudre, amidon de mais, concentré de carottes, correcteurs d'acidité (acide citrique, citrate de sodium, citrate de calcium), arôme				Lait	en:milk				100g	100g			137	kcal	4.1	g	2.6	g	21.6	g	19.1	g			2.9	g	0.12	g	0.048	g			137	kcal																																								en:dairy-desserts	en:milk-and-dairy-products,en:dairy-desserts	4	en:4-ultra-processed-food-and-drink-products	c	6	b	63	1	39200	-5	-15	1	0	App - yuka, Apps
8410500022037	fr							Mousse chocolate con leche												Danone	danone					France	en:france			0																							100g	100g			179	kcal	6.3		3.4		24.8		23.1				5.3		0.05		0.02	g			179	kcal																																											unknown			unknown		1		-5	-15	1	0	App - yuka, Apps
8410500015909	fr							Danone Vitalinea Fondant De Chocolate								400 g				Danone	danone			Sans gluten	en:no-gluten	France	en:france			0														"POSTRE LÂCTEO AL CHOCOLATE CON AZUcar Y EDULCORANTES , emulina, amidon de maiz, acesulfamo k, lait en poudre, chocolat en poudre 3%"				Lait	en:milk				100g	100g			91	kcal	0.7		0.4		15.6		12.4				4.3		0.2		0.08	g			91	kcal																																										4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0	App - yuka, Apps
